Latitude,Longitude,Address
19.20474,72.83979,"Ground Floor, Shop No. 1, Vaishali CHS LTD, Near Rai Height, M.G. Road, Kandivali West, MUMBAI, MAHARASHTRA - 400067 PH NO : 022 28644011"
19.12343,72.8642,"SHOP NO.3, AMBIKA APARTMENTS,WING-A, MAHAKALI CAVES ROAD,ANDHERI(E)-2,MUMBAI - 400093 PH.NO. 022-28260557/5203/5349/5362/3951/3882/3781/ 28256143"
19.04194,72.84028,"PLOT NO.744GEETANJALI BUILDING, L.J.ROAD,,MUMBAI - 400016 PH.NO. 022-24472484/ 24472481/ 82 / 83 / 85 / 86"
19.17729265,72.85518136,"SHOP NO. 6, GOREGAON MALAD LINK ROAD,JAGDAMBA COMMERCIAL COMPLEX,NEXT TO MOVIE TIME CINEMA,MALAD(W),MUMBAI - 400064 PH.NO. 022-28443553/ 28446191/ 28443602/ 28805219/ 28813887/ 28449531/ 28445592/ 28446772"
19.25117,72.86272,"GROUND FLOOR SHOP NO. 1,2,3,&amp;amp; 4SADHANA PALACE BUILDINGMARATHA COLONYDAHISAR(EAST),MUMBAI - 400068 PH.NO. 022-28961590/ 1591/ 1592/ 1593/ 1594/ 1595/ 1596/ 1597"
19.10694124,72.88241231,"Unit No.9, Ground Floor, Building No. 2, Sanjay Mittal Industrial Estate, Andheri Kurla Road, Andheri East, MUMBAI 400059. PH NO  : 022 42362424"
19.16831852,72.93896131,"SHOP NO- 17 &amp;amp; 18A WIND, HALLMARK, VASANT OSCAR, LBS MARG,MULUND WEST,,MUMBAI - 400080 PH.NO. 022-25907250/ 25907242/ 49/"
19.08508,72.90886,"Shop No. 4,Ground Floor, Neelyog Square, Patel Chowk, R. B. Mehta Road,Final Plot No. 273 of TPS III, CTS No. 5809, Village Ghatkopar,Ghatkopar (E),Mumbai - 400075"
18.95606578,72.81399491,"530 A BLOCK, ANUBEN NIWAS,SANDHURST BRIDGE,CHOWPATTY,OPERA HOUSE,,MUMBAI - 400007 PH.NO. 022-23697130/ 31/ 32/ 37/ 39/ 61/ 62/ 63/ 64/8 8"
19.00746887,72.84075921,"SHOP NO. 7,8,9,10 RANGOLI TIME COMPLEX,DR. B.A. ROADPAREL(E),MUMBAI - 400013 PH.NO. 022-24175790"
18.97298,72.80923,"SHOP NO.D001,PURNIMA APPARTMENTS,23,PEDDAR ROAD,MUMBAI - 400026 PH.NO. 022-23524111/ 23522307/ 4178/ 4180/ 2102/ 2406/ 23510132/ 4179"
18.99446176,72.82461405,"Unit 6D, Block 17, High Street Phoenix, Senapati Bapat Marg, Lower Parel (W),Mumbai-400013"
19.01682,72.82963,"SHOP NO. 3-4,KOHINOOR,VEER SAVARKAR ROAD,PRABHADEVI,MUMBAI - 400025 PH.NO. 022-24306799/ 24375957/ 24360621/ 24302139/ 4305432/ 24301972"
19.23002098,72.97714859,"S-13, SECOND FLOOR, VILLAGE MOUJE CHITALSAR, MANAPADA, POT TUKDI AND TALUKA PETHA, R MALL, MUMBAI-400601, PH-NO:022-25841808"
19.18403359,72.95168185,"R mall,Unit no T 2.Third floor,LBS marg Mulund west,Mumbai,Maharashtra,Pin Code- 400080"
19.04830518,72.8258779,"GROUND FLOOR, SHOP NO 1RINKLE CO-OPERATIVE HOUSING SOCIETY LTD.BHALL VILLA, ST. JOHN BAPTIST ROADBANDRA WEST,MUMBAI - 400050"
19.17994,72.84669,"SHOP NO. 6, GROUND FLOOR, UNITY HEIGHTS, PLOT NO. 22, BESIDE HP PETROL PUMP &amp; STATE BANK OF INDIA, NADIADWALA COLONY, MUMBAI-400064, PH.NO.022-28893536"
19.07556,72.83748,"SHOP NO. G-102, &#039;A&#039; WING, ORCHID PRIDE BUILDING NEAR VODAFONE S.V. ROAD, SANTACRUZ (WEST),MUMBAI - 400054"
19.04038918,72.86432839,"Shop No 5,6,7,Ground Floor Kamal Kunj( Nutan Hotel) Rammiling Jee Shukla Marg, Sion Koliwada, Sion East, Mumbai 400022, Maharashtra"
19.039,72.8613,"SHOP NO.1-2, GROUND FLOOR,DR. KENI HOUSE, JAIN SOCIETY,S.T. ROAD,SION(W),MUMBAI - 400022 PH.NO. 022-24041780/ 24042119,24041760/ 24041759"
19.12706918,72.87406679,"Sudha Vihar, Udyog Sadan No-3, Marol Industrial Area, central road, near Seepz,Andheri-400059PH-022-48868777"
19.16317,72.8461,"SHOP NO 8GROUND FLOOR,ASHOKRAJ,CO-PERATIVE HOUSING SOCIETY, S.V.RAOD, GOREGAON WEST,,MUMBAI - 400062 PH.NO. 022-28714491/ 92/ 93/ 94/ 95/ 96/ 97/ 98/ 28785975"
18.96975,72.81503,"Shop No 2, Ground FloorWadia RoadPrabhu NiwasTardeo,MUMBAI-400034 PH.NO-02223543411"
19.17717152,72.85521001,"SHOP 14A , 15A , 9C GROUND FLOOR SHREE KRISHNA HEIGHTS COOPERATIVE HOUSING SOCIETY LTD , UPPER GOVIND NAGAR , NEXT TO AXIS BANK, MALAD (E),MUMBAI - 400097 PH.NO. 022-42415151"
19.2068221,72.86628469,"Gr Floor,Bunglow No 1, Vaishnav Villa, Thakur Complex,Western Express Highway, Kandivali East,Mumbai 400101Phone No:- 022-28706474"
19.13043,72.83744,"Shop Number 9,10, Ground Floor, Aâ€“Wing, Bharat Ark,Azad Nagar,Veera Desai Road,Andh eri(W),Mumbaiâ€“400053PH-02226749191"
19.13466,72.81096,"GROUND FLOOR, SHOP NOS 3&amp;amp;4,MOUNT BUILDING, J P ROAD, VERSOVA,,MUMBAI - 400061 PH.NO. 022-26375950/51/52/53/54/55/56/57"
19.11074902,72.92514802,"GROUND FLOOR,GALA NO 2 &amp;amp; 3PLOT NO 96,GAYATRI KRIPA BUILDINGL.B.S MARGVIKHROLI WEST,MUMBAI - 400049 PH.NO. 022-25792402/ 25792403/ 25792404/ 25792435/ 25792436/ 25792437"
19.10123022,72.83925299,"406, S.V. ROAD,NEXT TO PAWAN HANS AIRPORT,VILE PARLE(W),MUMBAI - 400056 PH.NO. 022-26162222/ 26140855/ 5968/ 8879/ 26140131"
19.09666,72.85195,"SHRIRANG APARTMENTGROUND FLOORNEHRU ROADVILE PARLE(E),MUMBAI - 400057 PH.NO. 022-26128510/ 26128511/ 26128512/ 26128513/ 26128514/ 26128515/ 26128516/ 26128517"
19.00528096,72.8214335,"GROUND FLOOR, SHOP NO. 1 &amp; 1A, LANDMARK BUILDING, 554, G.M. BHOSLE MARG, PLOT NO. 1, WORLI, MUMBAI-400018, PH.NO.022-24814666"
19.16943,72.95908,"SHOP NO.3&amp;amp;4, YASHODHAN BUILDING, OM YASHODHAN CO-OPERATIVE HOUSING SOCIETY,GOKHLE ROAD, HANUMAN CHOWKMULUND (EAST),MUMBAI - 400081 PH.NO. 022-25636404 6405/ 6406/ 6407/ 6408/ 6409/ 25634910/ 25636403"
19.07407066,72.87762427,Shop No-2 Ground floor Kanakkia Zillion LBS Road Kurla West Mumbai 400070 Maharashtra 
19.19639127,72.94911669,Ground Floor Shop No 1 Accel House Plot No A-125 A-126 A-125 (P)  Road No 22 MIDC Wagle Industrial Area Thane West Maharashtra 400604
19.24684586,73.14579785,"GROUND FLOOR, SHOP NO. 2, 3 &amp; 4 AT, PLOT NO. C-1, SURVEY NO 42 A, HISSA NO. PART OF VILLAGE CHIKANGHAR, TEHSIL KALYAN, DISTRICT THANE MUMBAI- 421301,Phone Number - 18002081234"
19.24770263,72.97776479,"SHOP NO. 11-12-13,DHANLAXMI SHOPPING CENTRE, THE RUTU ESTATE,OFF GHODBUNDER ROAD,THANE (W),MUMBAI - 400607 PH.NO. 022-25861214/ 25861216/ 17/ 18/ 19/ 21"
19.33853805,72.80627776,"Shop Number 8,Ground Floor,Emerald Building,PAM Infrastructure,D. G. College Road,Village Malonde,Vasai West,Thane,Pin Code- 401201 Maharashtra"
19.4082,72.82671,"Shop Number S-1, Ground Floor, Building Type YA, Gagan Supreme, Dream Complex, Wing-A, Vasant Nagri, Vasai Nalasopara Link Road, Pocket P2 of the Group Housing Scheme, New Survey Number 2 of Village Achole, Taluka Vasai, Thane-401209PH-9757001150/51/52/53"
19.38841,72.82622,"GROUND FLOOR, SHOP NO.1-5,HAPPY TERRACE BUILDING,PLOT NO.23,NEXT TO AXIS BANK,PUNCHWATI NAKA,AMBADI ROAD, VASAI ROAD(WEST),THANE - 401202 PH.NO. 022-2345440/41/ 2345438/ 39/ 2336501/ 02/ 03"
19.29465,72.84918,"GROUND FLOOR, SHOP NO 2, C WING, JANKI HERITAGE, NEXT TO DHANLAXMI BANK,  150 FT ROAD, BHAYANDER WEST,THANE - 401101 PH.NO. 022-28152515"
19.20389,73.00624,"Dominos Pizza, Shop no.1,2, Ground Floor, Mauli Apartment, Gut no. 15, Hissa no.2, Mumbai-Pune Road, Kharegaon West, Village Parsik Saja, Kalwa, Thane-400605Phone No. 02225423666"
19.45717,72.80419,"GROUND FLOOR, SHOP NO.2 BUILDING NO.19, KINGSTON TOWER, OPPOSITE VIVA COLLEGE,PLOT NO.1 TO PLOT NO.22, 100 FT. ROAD, TALUKA VASAI ,VIRAR WEST,THANE,THANE - 401303 PH.NO. 022-2513333/ 2500263/ 64/ 65/ 2500354/ 55/ 58/ 59"
19.30124679,73.06529589,"Konark Arcade,Near Old ST Bus Stand,village Nizampura(Taluka Bhiwandi)Bhiwandi,Thane,421302,Maharashtra"
19.26559,72.96709,"Ground floor, Shop Bearing no. 5 &amp; 6, M.K. Plaza, Near Bhakti Park, Ghodbunder Road, Thane - 400604 Ph No - 022 25974555"
19.16609881,73.24326445, Ground Floor Mandavkar Complex Badlapur West Thane 421503 0251-2677790
19.29118673,72.86190772,"BABA RESTAURANT GROUND FLOORSHOP NO 1 TO 4 CHANDAN AVENUE-EMEERA BHAYANDER ROADBHAYANDER (EAST), DISTT. THANE,MUMBAI - 401 104 PH.NO. 022-28122255/ 28125355/ 28127477/ 28126477/ 28128500 / 28125100/ 28121133"
19.29103,72.87092,"GROUND FLOOR, SHOP NO. 1,2,3 &amp; 4 , 1ST FLOOR SHOP NO 3 (PART) , 4 &amp; 5 , IRAISA CO.OP HOUSING SOCIETY, NEXT TO KANAKIA POLICE STATION, THANE-401107,PH-NO:022-28121112"
19.2291999,73.12302589,"Unit No.L2,Lower Ground floor,â€˜Metro Junctionâ€™,Netivli Village,Shil Road,Kalyan,Thane,Mumbai-421306,Maharashtra"
19.28048,72.87599,"GROUND FLOOR SHOP NO 3 &amp; 1ST FLOOR, GALA NO.2 AND GALA NO.4, MIRA PLAZA, OPPOSITE D-MART, BESIDE SANGHAVI NAGAR, HATKESH, MIRA-BAYANDAR ROAD, MUMBAI, MAHARASHTA-401107, PH.NO.022-28129777."
19.44932811,72.81730396,"Shop no 1, 2,3,4,5 Ground Floor  Pam Tower Manvel  pada Virar  East  Virar - 401303  Maharashtra"
19.1922586,72.96716102,Shop No 5 6 and 7 Ground Floor First Floor and TerraceVihang Vihar Village Panchpakhadi Taluka and District ThanePin Codeâ€“400601
19.21677,72.97223,"GROUND FLOOR, SHOP NO. 001, 002 &amp;amp; 021SWASTIK PLAZA, POKHARAN ROAD NO.2THANE WEST,MUMBAI - 400602 PH.NO. 022-21731503/01/04/05/06/08"
19.23739,73.12607,"Shop No 14, Ground Floor, Aum Supreme Building, Ramwadi Bail Bazar, Old Agra Road, Next to D-MartPhone Number-02512211095,2211952,2211956,2211768"
19.1664,73.23176,"Grnd Floor, Shreeji Building, Ghorpade Chawk. Kalyan Badlapur Road, Katrap Badlapur, Thane-421503 PH-0251-2696660"
19.42014,72.81102,"Shop No. A/1 to 4 on Ground Floor and # A/25, A/26, A/27 and A/101 on First Floor,Aster, Sri Prastha Complex,Building No. 7, Plot Nos. 197 and 198, Survey No. 104, Village Nilemore,Nalasopara (West), Taluka Vasai,Thane - 401203, PH-9757001086/93"
19.16204,73.0294,"Shop No. 10, 11, 12 and 13,Ground Floor, Surme Plaza,Survey Number 63 (B),Opposite Millennium Hospital,Village Kausa Mumbra,Thane â€“ 400612Phone-022-25353222"
19.23347,73.1561,"GROUND FLOOR,BALLANI ARCADEOPP. SYNDICATE AND ICICI BANKNEAR CHOPRA COURTULHAS NAGAR,THANE - 421003 PH.NO. 0251-2704640/ 2704642/ 2704643/ 2704644/ 2704645/ 2704647/ 2700322"
19.20953,73.16138,"Ground Floor,Block No. C- 688/1375, Netaji Road, Ulhasnagar, District Thane, Pin Code- 412004PH-18602100000"
19.20611648,72.97686696,"SHOP NO. 8, 9 AND 10, GROUND FLOOR, VIKAS SHOPPING COMPLEX, LAL BAHADUR SHASTRI MARG, MEENATAI THAKRE CHOWK, THANE-400601, PH-NO:022-25479301\02\03\04\05"
19.22096283,72.9772443,"Shop Number 1, 2 and 6,Ground Floor, Wonder Mall,Gat No. 33, Old Survey No 38,Hissa No. 3 on Ghodbandar Road, Village Chitalsar, Taluka &amp; District - Manpada, Thane (W) - 400607ph-02225846200"
19.01749,73.04416,"GROUND FLOOR, SHOP NO 15 16 &amp;amp; 17, CHAWLA PLAZA OWNERS CO-OP HOUSING SOCIETY LTD, PLOT NO 14 /15, SECTOR-11, CBD BELAPUR,,MUMBAI - 400 614 PH.NO. 022-27564255 / 4271 / 4262 / 4259 / 4232 / 4226 / 4234 / 4171/ 4293"
19.04284,73.01884,"Ground Floor, Shop No. 12 and 12 A,Beverly Park Co-operative Housing Society Limited,Plot No. 20, Sector 6, Nerul,Navi Mumbai"
19.17574494,72.99211264,Unit no 9 2nd Floor Building No 2 Plot No IT 5 Airoli Knowledge Park Village Airoli &amp; Dighe Taluka Thane District Thane Navi Mumbai 400708
19.10755,73.00264,Ground Floor Govind Paradise Sectore 19 Koparkhairne Navi Mumbai 400709 Contact No 022-27555501
19.03956383,73.10198665,"Ground Floor,Neelkanth Height,Sector 16,Kalamboli,Navi Mumbai,Pin Code- 420218 (Maharashtra)"
19.0027,73.11703,"SHOP NO. 14 15 &amp;amp; 16, GROUND FLOORKALPATARU ARCADEPLOT NO 30SECTOR-4,NEW PANVEL,NEW PANVEL - 400206 PH.NO. 022-27483777/ 27481742/ 1746/ 1750/ 1755/ 1756/ 1758/ 1763"
19.02571,73.09356,"Shop No. 21, Ground Floor, Shivleela Complex, Plot No. 57, Sector â€“ 6A, Kamothe, NAVI MUMBAI, 400614. PH - 022-27431717-27430926-2743093"
19.09398909,73.00591124,"SHOP 8,9,10.GROUND FLRKALASH VAIBHAV,MAHALAXMI CHSSECTOR 11 PLOT 21,KOPARKHAIRANE,MUMBAI 400709 PH.NO. 022-27546561/62/63/67/69/76/77/79"
18.99102323,73.11797388,"Shop No.24 &amp; 25,National Paradise,Takka,Panvel: 410206"
19.02674,73.02239,"Domino&#039;s Pizza Shop no 26D &amp; 26E, Ground Floor Haware Centurion Mall. Jagatguru Aadi Shankaracharya Marg, Sec-19, Nerul Navi Mumbai-400706"
19.11194091,73.01653147,"Unit/Restaurant No.03,Ground Floor,Rupa Infotech,Building No.A-1,Sector No.1,MBP,MIDC-TTC Industrial Area,MAHAPE,Navi Mumbaiâ€“400710,Maharashtra"
19.05911765,73.00339634,"Moraj Residency (Kasturi Co -Op Housing Society Ltd).Plot No. 1, Sector â€“ 16Sanpada (East),NAVI MUMBAI,MAHARASHTRAPIN-400705PH.NO.-02227810682"
19.01199288,73.01231896,"Ground Floor,Baba Heritage,Sector-44A,Seawoods,Navi Mumbai-400706Ph-2227726164"
19.14777454,72.99533204,"SHIVSHANKAR PLAZA 2,GROUND FLOOR ,SHOP NO 6 &amp;amp; 7PLOT NO. 1,SECTOR -7AIROLI,NAVI MUMBAI - 400708 PH.NO. 022-27644550/ 51/ 52/ 27644545/ 46/ 47/ 48/ 49     "
19.04733,73.07185,"Shop Numbers 1,2,3,4, 5 and 6, Ground Floor, Siddhivinayak Residency, Plot No. 18, Sector â€“ 20 (Gaothan Expansion Scheme),Kharghar, Taluka Panvel,District Raigad, Navi Mumbai â€“410210 (M.H)"
19.07397,73.00066,"GROUND FLOOR, UNIT NO. 1, PLOT NO.4,ARENJA COMMERCIAL COMPLEX, SECTOR - 17,VASHI,NAVI MUMBAI - 400703 PH.NO. 022-27895656/ 27896115/ 27896114/ 27896116/ 27896398/ 27895655"
